compound_form,compound_form_normalized,PhoneticVersion_Compound,reading_status,reading_source,nested_in_forms,component_reading_inferred
|KU₃.GI|,KU3.GI,guškin|ku₃-sig₁₇,ATTESTED_DIRECT,OSL,,ku3-ešša3
|KU₃.UD|,KU3.UD,ku₃-babbar,ATTESTED_DIRECT,OSL,,ku3-a12
|KU₇.KU₇|,KU7.KU7,ku₇-ku₇|kukku,ATTESTED_DIRECT,OSL,,bandiliša-bandiliša
|LA.NU₁₁.BUR|,LA.NU11.BUR,lagašₓ,ATTESTED_DIRECT,OSL,,la-duri-bur
|LAGAB.DAR|,LAGAB.DAR,,NO_ATTESTED_READING,,,ella2-dar
|LAGAB.LAGAB|,LAGAB.LAGAB,banₓ|garadin₅|išhara₃|karadin₅|kel₃|kil₃|kilaₓ|kili₃|kilib₃|kiluₓ|kin₄|ni₆|niggiₓ|nigginaku|nigi|nigin|niŋen|niŋin|nimenₓ|nin₃|nini|ninni₂|rin₃,ATTESTED_DIRECT,OSL,,ella2-ella2
|LAGAB.SAG@g|,LAGAB.SAG@g,LAGAB.SAG@g,ATTESTED_DIRECT,SYLLABARY_CM,,ella2-dilx(sag@g)
|LAGAB.U.KAK|,LAGAB.U.KAK,mud₄,ATTESTED_DIRECT,OSL,,ella2-1u-ban4
|LAGAB×(GUD&GUD)+HUL₂|,LAGAB×(GUD&GUD)+HUL2,,NO_ATTESTED_READING,,,dibx(-bibra
|LAGAB×(GUD&GUD).A|,LAGAB×(GUD&GUD).A,uʾa|uʾi|uʾu,ATTESTED_DIRECT,OSL,,dibx(-'u4
|LAGAB×(U.U.U).LAGAB×(U.U.U)|,LAGAB×(U.U.U).LAGAB×(U.U.U),bu₅-bu₅|bubbu|bubuₓ|nenna|nenni|nin₇|ninna|ninnu₂|tutke|tutki|tutku,ATTESTED_DIRECT,OSL,,bu5-bu5
|LAGAB×A.LUM|,LAGAB×A.LUM,as₄-lum|suluhu₄|sulumhi₄|zuluhu₄|zulumhi₄,ATTESTED_DIRECT,OSL,,a'a3-egir5
|LAGAB×A.TAR|,LAGAB×A.TAR,inda₂?,ATTESTED_DIRECT,OSL,,a'a3-dar6
|LAGAB×AŠ@c|,LAGAB×AŠ@c,,NO_ATTESTED_READING,,,ella2-ella2-ella2-1aš-1aš-1aš
|LAGAB×AŠ|,LAGAB×AŠ,gigirₓ,ATTESTED_DIRECT,OSL,,ella2-1aš
|LAGAB×AŠ₂|,LAGAB×AŠ2,,NESTED_IN_LONGER_FORM,,SAL.LAGAB×AŠ2,ella2-as2
|LAGAB×BAR|,LAGAB×BAR,,NO_ATTESTED_READING,,,ella2-ba15
|LAGAB×ERIN₂|,LAGAB×ERIN2,,NO_ATTESTED_READING,,,ella2-bir3
|LAGAB×GAL|,LAGAB×GAL,,NO_ATTESTED_READING,,,ella2-gal
|LAGAB×GAN₂|,LAGAB×GAN2,,NO_ATTESTED_READING,,,ella2-al3
|LAGAB×GUD.LU.HI.A|,LAGAB×GUD.LU.HI.A,usduha|uzduha,ATTESTED_DIRECT,OSL,,'u3-eze-'i3-'u4
|LAGAB×GUR|,LAGAB×GUR,,NO_ATTESTED_READING,,,ella2-gur
|LAGAB×HA.A|,LAGAB×HA.A,,NO_ATTESTED_READING,,,elamkuš3-'u4
|LAGAB×HAL.A|,LAGAB×HAL.A,iₓ,ATTESTED_DIRECT,OSL,,angur-'u4
|LAGAB×HAL.ŠU₂|,LAGAB×HAL.ŠU2,,NESTED_IN_LONGER_FORM,,A.LAGAB×HAL.ŠU2,angur-ešša2
|LAGAB×HA|,LAGAB×HA,elamkuš₃|ellamkuš₃,ATTESTED_DIRECT,OSL,,ella2-'a4
|LAGAB×IGI@g.ME|,LAGAB×IGI@g.ME,,NO_ATTESTED_READING,,,agar2-ba13
|LAGAB×IGI|,LAGAB×IGI,,NESTED_IN_LONGER_FORM,,LAGAB×IGI@g,ella2-bad5
|LAGAB×KALAM@g|,LAGAB×KALAM@g,,NO_ATTESTED_READING,,,ella2-kalam
|LAGAB×LAGAR|,LAGAB×LAGAR,siduggaₓ,ATTESTED_DIRECT,OSL,,ella2-lagal
|LAGAB×LIŠ|,LAGAB×LIŠ,gigir₃,ATTESTED_DIRECT,OSL,,ella2-del₂
|LAGAB×NUN|,LAGAB×NUN,,NO_ATTESTED_READING,,,ella2-...ri
|LAGAB×PAP|,LAGAB×PAP,,NO_ATTESTED_READING,,,ella2-aha3
|LAGAB×SANGA₂|,LAGAB×SANGA2,saŋaₓ,ATTESTED_DIRECT,OSL,,ella2-sanga2
|LAGAB×SI|,LAGAB×SI,,NO_ATTESTED_READING,,,ella2-hux(si)
|LAGAB×TIL|,LAGAB×TIL,gigirₓ|pu₂,ATTESTED_DIRECT,OSL,,ella2-sumun
|LAGAB×TUK|,LAGAB×TUK,,NO_ATTESTED_READING,,,ella2-du12
|LAGAB×UŠ₂|,LAGAB×UŠ2,LAGAB×UŠ2,ATTESTED_DIRECT,SYLLABARY_CM,,ella2-ug7
|LAGAB×ZA|,LAGAB×ZA,,NO_ATTESTED_READING,,,ella2-sa3
|LAGAB×ŠE|,LAGAB×ŠE,surₓ,ATTESTED_DIRECT,OSL,,ella2-ašnan2
|LAGAB×ŠITA|,LAGAB×ŠITA,,NESTED_IN_LONGER_FORM,,LAGAB×ŠITA+GIŠ+ERIN2; LAGAB×ŠITA@t; LAGAB×ŠITA@t+GIŠ,ella2-ešda3
|LAGAB×ŠU|,LAGAB×ŠU,,NESTED_IN_LONGER_FORM,,LAGAB×ŠU2; LAGAB×ŠU2+ŠU2,ella2-kat7
|LAGAR.HUL₂|,LAGAR.HUL2,,NO_ATTESTED_READING,,,lagal-bibra
|LAGAR.IB|,LAGAR.IB,arkabₓ,ATTESTED_DIRECT,OSL,,lagal-arkabx(ib)
|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g,,NO_ATTESTED_READING,,,
|LAGAR@g&LAGAR@g.SAR|,LAGAR@g&LAGAR@g.SAR,,NO_ATTESTED_READING,,,
|LAGAR@g&LAGAR@g|,LAGAR@g&LAGAR@g,{u₂}|LAGAR@g&LAGAR@g|{sar},ATTESTED_DIRECT,DIRI,,du6-du6
|LAGAR@g.DU@s|,LAGAR@g.DU@s,e₁₂|ed₄,ATTESTED_DIRECT,OSL,,du6-barim
|LAGAR@g.DU|,LAGAR@g.DU,e₁₁|ed₃|gigir₄?,ATTESTED_DIRECT,OSL,,du6-aragub
|LAGAR@g×DU×KASKAL|,LAGAR@g×DU×KASKAL,eₓ,ATTESTED_DIRECT,OSL,,du6-aragub-bu2
|LAGAR@g×ŠE|,LAGAR@g×ŠE,,NO_ATTESTED_READING,,,du6-ašnan2
|LAGAR×SUM|,LAGAR×SUM,suₓ,ATTESTED_DIRECT,OSL,,lagal-/zeĝ/
|LAGAR×ZA|,LAGAR×ZA,,NO_ATTESTED_READING,,,lagal-sa3
|LAK248@g.ARAD|,LAK248@g.ARAD,,NO_ATTESTED_READING,,,
|LAK449×AŠ|,LAK449×AŠ,usanₓ,ATTESTED_DIRECT,OSL,,nisagga-1aš
|LAK449×SI|,LAK449×SI,,NO_ATTESTED_READING,,,nisagga-hux(si)
|LAK490×KASKAL|,LAK490×KASKAL,,NO_ATTESTED_READING,,,gaʾar-bu2
|LAK526.MUŠ₃|,LAK526.MUŠ3,uruhₓ,ATTESTED_DIRECT,OSL,,
|LAK617×HI|,LAK617×HI,,NO_ATTESTED_READING,,,
|LAK617×IGI|,LAK617×IGI,,NO_ATTESTED_READING,,,
|LAK617×LA@n|,LAK617×LA@n,,NO_ATTESTED_READING,,,
|LAK636.LAK636|,LAK636.LAK636,šiššalₓ,ATTESTED_DIRECT,OSL,,ašalₓ-ašalₓ
|LAL.A|,LAL.A,laʾu₅|lalʾu₅,ATTESTED_DIRECT,OSL,,la2-'u4
|LAL.DUG|,LAL.DUG,ummuₓ,ATTESTED_DIRECT,OSL,,la2-dug
|LAL.KAK|,LAL.KAK,laʾu₇|lalʾu₇,ATTESTED_DIRECT,OSL,,la2-ban4
|LAL.LAGAB|,LAL.LAGAB,nanga₂|nigin₇|nimem₃|surₓ|šur₅|usar₄|usur₄|ušar₄|ušur₄,ATTESTED_DIRECT,OSL,,la2-ella2
|LAL.NI|,LAL.NI,laʾu₆|lalʾu₆,ATTESTED_DIRECT,OSL,,la2-be3
|LAL.SAR|,LAL.SAR,nanga₄|nigin₉|niŋin₉|nimen₅|usar₂|ušar₂|ušur₂,ATTESTED_DIRECT,OSL,,la2-kiri6
|LAL.TUG₂|,LAL.TUG2,,NO_ATTESTED_READING,,,la2-azalag2
|LAL×DIŠ|,LAL×DIŠ,,NO_ATTESTED_READING,,,la2-anₓ
|LAL×KU|,LAL×KU,,NO_ATTESTED_READING,,,la2-be5
|LAL×LAGAB|,LAL×LAGAB,,NO_ATTESTED_READING,,,la2-ella2
|LAL₂.A|,LAL2.A,laʾu₂|lalʾu₂,ATTESTED_DIRECT,OSL,,kurnun?-'u4
|LAL₂.AŠ₂|,LAL2.AŠ2,niginₓ|niŋinₓ,ATTESTED_DIRECT,OSL,,kurnun?-as2
|LAL₂.DU.DU|,LAL2.DU.DU,uku₅|ukur₄,ATTESTED_DIRECT,OSL,,kurnun?-kurnun?-aragub-aragub-aragub-aragub
|LAL₂.DUR₂|,LAL2.DUR2,ušurₓ,ATTESTED_DIRECT,OSL,,kurnun?-dur2
|LAL₂.KAK|,LAL2.KAK,laʾu₄|lalʾu₄,ATTESTED_DIRECT,OSL,,kurnun?-ban4
|LAL₂.LAGAB|,LAL2.LAGAB,nanga|nigin₅|niŋen₅|niŋin₅|nimen|šur₆?|usar₃|ušar₃|ušur₃,ATTESTED_DIRECT,OSL,,kurnun?-ella2
|LAL₂.NI|,LAL2.NI,laʾu₃|lalʾu₃,ATTESTED_DIRECT,OSL,,kurnun?-be3
|LAL₂.SAR|,LAL2.SAR,nanga₃|nigin₈|niŋin₈|nimen₄|šur₄|usar|usur|ušar|ušur,ATTESTED_DIRECT,OSL,,kurnun?-kiri6
|LAL₂.URU|,LAL2.URU,,NESTED_IN_LONGER_FORM,,LAL2.URU×MIN,kurnun?-al8
|LAL₂.U|,LAL2.U,laʾu₈|lalʾu₈,ATTESTED_DIRECT,OSL,,kurnun?-1u
|LAL₂.X|,LAL2.X,laʾuₓ,ATTESTED_DIRECT,OSL,,
|LAL₂×DUR₂|,LAL2×DUR2,,NO_ATTESTED_READING,,,kurnun?-dur2
|LAL₂×HAL|,LAL2×HAL,,NO_ATTESTED_READING,,,kurnun?-buluh
|LAL₂×KAK|,LAL2×KAK,,NO_ATTESTED_READING,,,kurnun?-ban4
|LAL₂×KU|,LAL2×KU,,NO_ATTESTED_READING,,,kurnun?-be5
|LAL₂×LAGAB|,LAL2×LAGAB,,NO_ATTESTED_READING,,,kurnun?-ella2
|LAL₂×SAR|,LAL2×SAR,,NO_ATTESTED_READING,,,kurnun?-kiri6
|LAL₂×TUG₂|,LAL2×TUG2,,NO_ATTESTED_READING,,,kurnun?-azalag2
|LAM.HI×DIŠ|,LAM.HI×DIŠ,arattaₓ,ATTESTED_DIRECT,OSL,,ešx(lam)-as₆
|LAM.KUR.RU|,LAM.KUR.RU,|LAM.KUR.RU|{ki},ATTESTED_DIRECT,DIRI,,ešx(lam)-amma-gešba
|LAM.RU|,LAM.RU,,NO_ATTESTED_READING,,,ešx(lam)-gešba
|LAM.SAG|,LAM.SAG,šubaₓ,ATTESTED_DIRECT,OSL,,ešx(lam)-dul7
|LAM×KUR.KI|,LAM×KUR.KI,ganbaₓ,ATTESTED_DIRECT,OSL,,arad3-ammax(ki)
|LAM×KUR.RU.DA|,LAM×KUR.RU.DA,arattaₓ,ATTESTED_DIRECT,OSL,,arad3-gešba-ax(da)
|LAM×KUR.RU|,LAM×KUR.RU,,NO_ATTESTED_READING,,,arad3-gešba
|LA×KUR|,LA×KUR,,NO_ATTESTED_READING,,,la-amma
|LI&LI|,LI&LI,,NO_ATTESTED_READING,,,en3-en3
|LU.BAD|,LU.BAD,,NO_ATTESTED_READING,,,eze-ba9
|LU.EŠ₂.GAR.KI|,LU.EŠ2.GAR.KI,LU.EŠ2.GAR.KI|UGNIMX(|LU.EŠ2.GAR.KI|)|ugnimx(|LU.EŠ2.GAR.KI|),ATTESTED_DIRECT,SYLLABARY_CM,,eze-ege-ga4-ammax(ki)
|LU.GIR₃×IGI|,LU.GIR3×IGI,,NO_ATTESTED_READING,,,eze-alimx(
|LU.HUL₂|,LU.HUL2,guggal|gukkal|kuŋgala|kungal|kungalaₓ,ATTESTED_DIRECT,OSL,,eze-bibra
|LU.IGI.ANŠE|,LU.IGI.ANŠE,,NO_ATTESTED_READING,,,eze-bad5-anše
|LU.KI.KAK|,LU.KI.KAK,zarah₂,ATTESTED_DIRECT,OSL,,eze-ammax(ki)-ban4
|LU.KU|,LU.KU,unuₓ,ATTESTED_DIRECT,OSL,,eze-be5
|LU.LU.EŠ₂.EŠ₂|,LU.LU.EŠ2.EŠ2,lubširₓ,ATTESTED_DIRECT,OSL,,eze-eze-ege-ege
|LUGAL.GAL|,LUGAL.GAL,LUGAL.GAL,ATTESTED_DIRECT,SYLLABARY_CM,,bišeba-gal
|LUGAL.GAM|,LUGAL.GAM,dimₓ,ATTESTED_DIRECT,OSL,,bišeba-ar5
|LUGAL.GAN|,LUGAL.GAN,dim₉|kamad₂,ATTESTED_DIRECT,OSL,,bišeba-gam4
|LUGAL.HI×BAD|,LUGAL.HI×BAD,dim₁₁,ATTESTED_DIRECT,OSL,,bišeba-du15
|LUGAL.KI.DU|,LUGAL.KI.DU,,NO_ATTESTED_READING,,,bišeba-ammax(ki)-aragub
|LUL.A|,LUL.A,ka₁₀|libₓ|lulₓ,ATTESTED_DIRECT,OSL,,bah3-'u4
|LUL.AŠ|,LUL.AŠ,,NO_ATTESTED_READING,,,bah3-1aš
|LUL.BALAG|,LUL.BALAG,tegi₂|tigi₂|tigu₂,ATTESTED_DIRECT,OSL,,bah3-balag
|LUL.DIN.LIŠ|,LUL.DIN.LIŠ,tigiₓ,ATTESTED_DIRECT,OSL,,bah3-dan5-del₂
|LUL.E₂.BALAG|,LUL.E2.BALAG,tigiₓ,ATTESTED_DIRECT,OSL,,bah3-'a3-balag
|LUL×A|,LUL×A,,NO_ATTESTED_READING,,,bah3-'u4
|LUL×ŠE|,LUL×ŠE,,NO_ATTESTED_READING,,,bah3-ašnan2
|LUM&LUM.DU@s|,LUM&LUM.DU@s,gum₂-gum₂-kaš₄|gumgumₓ,ATTESTED_DIRECT,OSL,,gum₂-gum₂-barim
|LUM&LUM.ŠU₂|,LUM&LUM.ŠU2,guhšu₂|gum₂-gum₂-šu₂|gumgumšu,ATTESTED_DIRECT,OSL,,gum₂-gum₂-ešša2
|LUM.LUM|,LUM.LUM,gugumu|luhum?,ATTESTED_DIRECT,OSL,,egir5-egir5
|LU₂&LU₂.GIŠ&GIŠ|,LU2&LU2.GIŠ&GIŠ,,NO_ATTESTED_READING,,,
|LU₂&LU₂|,LU2&LU2,adamin|urbigu₃,ATTESTED_DIRECT,OSL,,addax(lu2)-addax(lu2)
|LU₂.AL|,LU2.AL,,NO_ATTESTED_READING,,,addax(lu2)-al
|LU₂.BAD|,LU2.BAD,at₆,ATTESTED_DIRECT,OSL,,addax(lu2)-ba9
|LU₂.DIŠ|,LU2.DIŠ,gal₁₀|gala₁₀,ATTESTED_DIRECT,OSL,,addax(lu2)-anₓ
|LU₂.EN|,LU2.EN,daparaₓ|daparuₓ,ATTESTED_DIRECT,OSL,,addax(lu2)-adx(en)
|LU₂.EŠ₂.LAL|,LU2.EŠ2.LAL,,NO_ATTESTED_READING,,,addax(lu2)-ege-la2
|LU₂.EŠ₂@t|,LU2.EŠ2@t,,NO_ATTESTED_READING,,,
|LU₂.EŠ₂|,LU2.EŠ2,,NO_ATTESTED_READING,,,addax(lu2)-ege
|LU₂.GAM|,LU2.GAM,addaₓ,ATTESTED_DIRECT,OGSL,,addax(lu2)-ar5
|LU₂.GAN|,LU2.GAN,,NESTED_IN_LONGER_FORM,,LU2.GAN2@t,addax(lu2)-gam4
|LU₂.GAN₂@t|,LU2.GAN2@t,LU2.GAN2@t,ATTESTED_DIRECT,SYLLABARY_CM,,addax(lu2)-gan2@t
|LU₂.HI.BAD|,LU2.HI.BAD,kama₅,ATTESTED_DIRECT,OSL,,addax(lu2)-'i3-ba9
|LU₂.HI×BAD|,LU2.HI×BAD,kamaₓ,ATTESTED_DIRECT,OSL,,addax(lu2)-du15
|LU₂.KI|,LU2.KI,gurud₂,ATTESTED_DIRECT,OSL,,addax(lu2)-ammax(ki)
|LU₂.KU|,LU2.KU,,NO_ATTESTED_READING,,,addax(lu2)-be5
|LU₂.LAGAB|,LU2.LAGAB,LU2.LAGAB,ATTESTED_DIRECT,SYLLABARY_CM,,addax(lu2)-ella2
|LU₂.LAGAB×U|,LU2.LAGAB×U,ad₆,ATTESTED_DIRECT,OSL,,addax(lu2)-bu4
|LU₂.LU₂.LU₂.LU₂|,LU2.LU2.LU2.LU2,DAPARAX(|LU2.LU2.LU2.LU2|)|KAPARA3?|KARAŠX(|LU2.LU2.LU2.LU2|)|LU2.LU2.LU2.LU2|PAGRAX(|LU2.LU2.LU2.LU2|)|daparax(|LU2.LU2.LU2.LU2|)|kapara3?|karašx(|LU2.LU2.LU2.LU2|)|pagrax(|LU2.LU2.LU2.LU2|),ATTESTED_DIRECT,SYLLABARY_CM,,addax(lu2)-addax(lu2)-addax(lu2)-addax(lu2)-addax(lu2)-addax(lu2)-addax(lu2)-addax(lu2)
|LU₂.LU₂|,LU2.LU2,adamin,ATTESTED_DIRECT,OSL,,addax(lu2)-addax(lu2)
|LU₂.ME.EN|,LU2.ME.EN,daparu|saparu,ATTESTED_DIRECT,OGSL,,addax(lu2)-ba13-adx(en)
|LU₂.NE|,LU2.NE,LU2.NE,ATTESTED_DIRECT,SYLLABARY_CM,,addax(lu2)-bar7
|LU₂.NU|,LU2.NU,,NO_ATTESTED_READING,,,addax(lu2)-la3
|LU₂.SU.A|,LU2.SU.A,šimašgi₂|šimaški₂,ATTESTED_DIRECT,OSL,,addax(lu2)-guš-'u4
|LU₂.SU|,LU2.SU,šimašgi|šimaški,ATTESTED_DIRECT,OSL,,addax(lu2)-guš
|LU₂.TUG₂|,LU2.TUG2,{lu₂}azlag₂,ATTESTED_DIRECT,DIRI,,addax(lu2)-azalag2
|LU₂.ŠA₃|,LU2.ŠA3,,NO_ATTESTED_READING,,,addax(lu2)-didala
|LU₂.ŠU|,LU2.ŠU,eri₁₃,ATTESTED_DIRECT,OSL,,addax(lu2)-kat7
|LU₂@g.UŠ₂|,LU2@g.UŠ2,addaₓ,ATTESTED_DIRECT,OSL,,
|LU₂@s+GAM|,LU2@s+GAM,rinₓ,ATTESTED_DIRECT,OSL,,ad₇-ar5
|LU₂@s.NA|,LU2@s.NA,arinaₓ,ATTESTED_DIRECT,OSL,,ad₇-aniku
|LU₂@s×TIL|,LU2@s×TIL,adₓ,ATTESTED_DIRECT,OSL,,ad₇-sumun
|LU₂×AŠ₂|,LU2×AŠ2,,NO_ATTESTED_READING,,,addax(lu2)-as2
|LU₂×BAD.BAD.A|,LU2×BAD.BAD.A,addaₓ,ATTESTED_DIRECT,OSL,,ad6-ba9-'u4
|LU₂×BAD.BAD|,LU2×BAD.BAD,addaₓ,ATTESTED_DIRECT,OSL,,ad6-ba9
|LU₂×EŠ₂|,LU2×EŠ2,erₓ|ereₓ,ATTESTED_DIRECT,OGSL,,addax(lu2)-ege
|LU₂×GAM|,LU2×GAM,kama₆|kamad|lugam,ATTESTED_DIRECT,OSL,,addax(lu2)-ar5
|LU₂×IŠ|,LU2×IŠ,,NO_ATTESTED_READING,,,addax(lu2)-es₅
|LU₂×LIL|,LU2×LIL,,NO_ATTESTED_READING,,,addax(lu2)-il9
|LU₂×UŠ₂|,LU2×UŠ2,,NO_ATTESTED_READING,,,addax(lu2)-ug7
|LU₂×ŠA₃|,LU2×ŠA3,LU2×ŠA3,ATTESTED_DIRECT,SYLLABARY_CM,,addax(lu2)-didala
|LU₂×ŠU|,LU2×ŠU,erₓ|ereₓ,ATTESTED_DIRECT,OSL,,addax(lu2)-kat7
|LU₃.LU₃|,LU3.LU3,gadaₓ|gaddaₓ,ATTESTED_DIRECT,OSL,,gadx(lu3)-gadx(lu3)
|MAR.TU|,MAR.TU,amurrum,ATTESTED_DIRECT,OSL,,gar7-du2
|MA×GAN₂@t|,MA×GAN2@t,MA×GANA2@t,ATTESTED_DIRECT,SYLLABARY_CM,,ma-ma-gan2@t-gan2@t
|MAŠ.EN.KAK|,MAŠ.EN.KAK,mašda₂|mašgagen,ATTESTED_DIRECT,OSL,,ba7-adx(en)-ban4
|MAŠ.EN|,MAŠ.EN,,NESTED_IN_LONGER_FORM,,MAŠ.EN.KAK,ba7-adx(en)
|MAŠ.KAK.EN|,MAŠ.KAK.EN,mašda₃,ATTESTED_DIRECT,OSL,,ba7-ban4-adx(en)
|MAŠ.KAK|,MAŠ.KAK,mašda,ATTESTED_DIRECT,OSL,,ba7-ban4
|MAŠ.KAM₄|,MAŠ.KAM4,,NO_ATTESTED_READING,,,ba7-gam3
|MAŠ.NA₂|,MAŠ.NA2,,NO_ATTESTED_READING,,,ba7-daramx(na2)
|MAŠ.PA|,MAŠ.PA,maš₃,ATTESTED_DIRECT,OSL,,ba7-addirx(pa)
|MAŠ.U.U.U|,MAŠ.U.U.U,saŋeš,ATTESTED_DIRECT,OSL,,ba7-ba₃
|MAŠ.U.U|,MAŠ.U.U,mašmin|sagman|sagmin|saŋman|saŋmin,ATTESTED_DIRECT,OSL,,ba7-amna₂
|MAŠ.U|,MAŠ.U,gidim₂|giguru₂,ATTESTED_DIRECT,OSL,,ba7-1u
|MAŠ.X|,MAŠ.X,emaš|eriₓ,ATTESTED_DIRECT,OSL,,
|MAŠ₂.MI|,MAŠ2.MI,zagarₓ,ATTESTED_DIRECT,OSL,,kun8-dugud2
|MA₂.HI.DIŠ|,MA2.HI.DIŠ,,NO_ATTESTED_READING,,,hux(ma2)-'i3-anₓ
|MA₂.HU|,MA2.HU,uₓ,ATTESTED_DIRECT,OSL,,hux(ma2)-'u5
|MA₂.IGI|,MA2.IGI,,NESTED_IN_LONGER_FORM,,GA.MA2.IGI@g; IL2.MA2.IGI@g; MA2.IGI@g,hux(ma2)-bad5
|MA₂.KAK|,MA2.KAK,{ŋeš}|MA₂.KAK|,ATTESTED_DIRECT,DIRI,,hux(ma2)-ban4
|MA₂.KASKAL.IGI@g&IGI@g|,MA2.KASKAL.IGI@g&IGI@g,MA2.KASKAL.IGI@g&IGI@g,ATTESTED_DIRECT,SYLLABARY_CM,,
|MA₂.KASKAL.IGI@g|,MA2.KASKAL.IGI@g,MA2.KASKAL.IGI@g,ATTESTED_DIRECT,SYLLABARY_CM,,hux(ma2)-bu2-agar4
|MA₂.SAL.DIŠ|,MA2.SAL.DIŠ,šilamₓ,ATTESTED_DIRECT,OSL,,hux(ma2)-f-anₓ
|MA₂.X|,MA2.X,nirₓ,ATTESTED_DIRECT,OSL,,
|MA₂×EŠ₂|,MA2×EŠ2,,NO_ATTESTED_READING,,,hux(ma2)-ege
|ME.AD.KU₃|,ME.AD.KU3,šennuₓ,ATTESTED_DIRECT,OSL,,ba13-ab3-ku3
|ME.AN.ŠE.NAGA|,ME.AN.ŠE.NAGA,kurku,ATTESTED_DIRECT,OSL,,ba13-/dimer/-ašnan2-ereš2
|ME.EN.GI|,ME.EN.GI,,NO_ATTESTED_READING,,,ba13-adx(en)-ešša3
|ME.EN.MU|,ME.EN.MU,,NO_ATTESTED_READING,,,ba13-adx(en)-gu10
|ME.MU|,ME.MU,endibₓ,ATTESTED_DIRECT,OSL,,ba13-gu10
|ME.NUN.DU|,ME.NUN.DU,,NO_ATTESTED_READING,,,ba13-...ri-aragub
|ME.UM|,ME.UM,emedaₓ,ATTESTED_DIRECT,OSL,,ba13-deh2
|MES.RU|,MES.RU,rig₁₁,ATTESTED_DIRECT,OSL,,dubx(mes)-gešba
|MI&MI|,MI&MI,,NO_ATTESTED_READING,,,dugud2-dugud2
|MI.MI|,MI.MI,kukku₂|kukkug₂,ATTESTED_DIRECT,OSL,,dugud2-dugud2
|MU.BU|,MU.BU,mudra₆|mudru₆|munzerₓ,ATTESTED_DIRECT,OSL,,gu10-bu
|MU.ME.U.U.U|,MU.ME.U.U.U,šumati|šuwati,ATTESTED_DIRECT,OSL,,gu10-eš17
|MU.MU|,MU.MU,,NO_ATTESTED_READING,,,gu10-gu10
|MU.UŠ.TUG₂.PI|,MU.UŠ.TUG2.PI,muštu₂|muštug₂,ATTESTED_DIRECT,OSL,,gu10-geš3-azalag2-a3
|MUG.DIŠ|,MUG.DIŠ,,NO_ATTESTED_READING,,,buk-anₓ
|MUG.MUG|,MUG.MUG,,NO_ATTESTED_READING,,,buk-buk
|MUŠ%MUŠ.AB|,MUŠ%MUŠ.AB,,NO_ATTESTED_READING,,,arinaₓ-ab
|MUŠ%MUŠ.HI|,MUŠ%MUŠ.HI,,NO_ATTESTED_READING,,,arinaₓ-'i3
|MUŠ%MUŠ.KAK|,MUŠ%MUŠ.KAK,,NO_ATTESTED_READING,,,arinaₓ-ban4
|MUŠ&MUŠ.A.NA|,MUŠ&MUŠ.A.NA,arinaₓ,ATTESTED_DIRECT,OSL,,arinaₓ-'u4-aniku
|MUŠ&MUŠ|,MUŠ&MUŠ,arinaₓ|mušₓ,ATTESTED_DIRECT,OGSL,,imdudu-imdudu
|MUŠ.A.HA.DU|,MUŠ.A.HA.DU,,NO_ATTESTED_READING,,,imdudu-'u4-'a4-aragub
|MUŠ.DIN.BALAG.DAR|,MUŠ.DIN.BALAG.DAR,,NO_ATTESTED_READING,,,imdudu-dan5-balag-dar
|MUŠ.DIN.BALAG|,MUŠ.DIN.BALAG,,NO_ATTESTED_READING,,,imdudu-dan5-balag
|MUŠ.DU.A.HA|,MUŠ.DU.A.HA,,NO_ATTESTED_READING,,,imdudu-aragub-'u4-'a4
|MUŠ.DU.HA.A|,MUŠ.DU.HA.A,,NO_ATTESTED_READING,,,imdudu-aragub-'a4-'u4
|MUŠ.HA.A.DU|,MUŠ.HA.A.DU,,NO_ATTESTED_READING,,,imdudu-'a4-'u4-aragub
|MUŠ.HA.DU.A|,MUŠ.HA.DU.A,girimₓ,ATTESTED_DIRECT,OSL,,imdudu-'a4-aragub-'u4
|MUŠ.IR.HA.DIN.BALAG|,MUŠ.IR.HA.DIN.BALAG,,NO_ATTESTED_READING,,,imdudu-er-'a4-dan5-balag
|MUŠ.MUŠ|,MUŠ.MUŠ,,NO_ATTESTED_READING,,,imdudu-imdudu
|MUŠ.ŠA|,MUŠ.ŠA,šubaₓ,ATTESTED_DIRECT,OSL,,imdudu-ara
|MUŠ@90.MUŠ@90|,MUŠ@90.MUŠ@90,,NO_ATTESTED_READING,,,
|MUŠ×ERIN₂|,MUŠ×ERIN2,,NO_ATTESTED_READING,,,imdudu-bir3
|MUŠ×GAD|,MUŠ×GAD,,NO_ATTESTED_READING,,,imdudu-gad
|MUŠ₃&MUŠ₃|,MUŠ3&MUŠ3,,NO_ATTESTED_READING,,,ennin-ennin
|MUŠ₃.(TA×HI)|,MUŠ3.(TA×HI),alammušₓ,ATTESTED_DIRECT,OSL,,
|MUŠ₃.AB@g.ZA|,MUŠ3.AB@g.ZA,zabalaₓ,ATTESTED_DIRECT,OSL,,ennin-ab4-sa3
|MUŠ₃.AB@g|,MUŠ3.AB@g,sugal₃|zabala₃|zabalam₃,ATTESTED_DIRECT,OSL,,ennin-ab4
